b1_t1,b1_t2,b1_t3,b1_t4,b1_t5,b1_t6,b1_t7,b1_t8,b2_t1,b2_t2,b2_t3,b2_t4,b2_t5,b2_t6,b2_t7,b2_t8
0.117443016629533,0.129528921166787,0.165079243036373,0.142221070708308,0.0935331024640433,0.0988397084092731,0.0784837594185544,0.154315481933476,0.134610649279017,0.165498351850393,0.186454935817181,0.164254779560902,0.0913411407033856,0.0855331629566324,0.0693491778950963,0.121166271676476
0.046178089356443,0.175943623618928,0.207936019349891,0.180917528440394,0.138979719467524,0.145536691458948,0.0860477577131541,0.0629738824860776,0.0404012012094719,0.142435374108306,0.205191036488029,0.185218313413802,0.0897679293355985,0.108850718437185,0.0775934138716094,0.0481992733872433
0.128216183094232,0.133101428833136,0.260605135605136,0.107535531316019,0.175338437533559,0.253087134184695,0.175271431368992,0.0859567262006286,0.135876257574231,0.111044891599308,0.191949589657101,0.140985131001599,0.1749534655267,0.24049561346586,0.130497351621936,0.0844385072963061
0.132303237741665,0.147281592408963,0.226965285385744,0.130066375142443,0.134198273508297,0.103753554595818,0.0716243021077516,0.201445440644807,0.0986910626180894,0.146729792287706,0.135839918373706,0.118089392486895,0.113485140109173,0.0400545304438239,0.0843566620231211,0.168532338265131
0.050861184792279,0.0769331118086479,0.109274122820879,0.119016561968645,0.0821237626661941,0.089852762575051,0.0796768520744073,0.110731362956707,0.0642800692471562,0.0901827054188231,0.126199027643746,0.112890486415744,0.090271474826323,0.0993466990444973,0.0612942058583399,0.111437775062752
0.063979119698776,0.0915524682979033,0.0700187478114438,0.0657636044585561,0.110798385288181,0.0713406357337614,0.0986932598371911,0.0368957125938866,0.0764756107526142,0.0951551040836755,0.0820490849236494,0.0690448786267601,0.152755518086529,0.0884785295499581,0.101155747584319,0.0500140446569018
0.0691000183607711,0.112365979301463,0.19281536335616,0.113595800137151,0.0888393018769363,0.0983834278525139,0.122803334160861,0.100222010168247,0.0623102998681702,0.0898982383357383,0.149788017409545,0.0905472926170094,0.072165799307003,0.076703640795076,0.079336478208006,0.129617799467337
0.0769684224409379,0.15256941331672,0.144121030524992,0.211768296859757,0.166600581795032,0.197321718294194,0.154417402854838,0.120681795278931,0.0598006139752559,0.0859766788998948,0.112034893371723,0.150199491657059,0.141335318214834,0.0998748458271212,0.121780010140702,0.136453244119298
0.11224182736129,0.156554918451384,0.234189383704068,0.252420654673019,0.198194003607144,0.108355581700529,0.150137745944117,0.138965617922811,0.119377330483602,0.154549462258521,0.161681196263078,0.150480185933148,0.0921351008894563,0.0749435794296421,0.139990022328873,0.134299677113266
0.114991082973496,0.138489637102507,0.113580730415734,0.0608411083286408,0.1594776158534,0.107247053022136,0.136525352993689,0.107048216397047,0.161205873568028,0.156126204944569,0.130440096102873,0.116718973339761,0.141034642682511,0.0838561328085045,0.137426332323594,0.145538578505021
0.0636647131971068,0.10463747711066,0.322581874531687,0.14931840631798,0.108708306671363,0.111907743127973,0.127038372952868,0.0465880668703733,0.0658981692056991,0.105587018606019,0.263970364251856,0.141085098368701,0.0880485743610304,0.127815278835687,0.118722316364822,0.0447841075216163
0.0614454216495033,0.0331187976730404,0.186333339394564,0.161634925490994,0.110446738212581,0.0438871905037319,0.0857202671918032,0.0493607422178851,0.069365622931523,0.0535385547880019,0.247958302298196,0.145829938460412,0.0761399134187723,0.0647244322830347,0.0640726958617273,0.0811488152542996
0.043391815934361,0.0554245679336703,0.0811444791889823,0.101704675269334,0.0408877510020631,0.0717049282780418,0.102994246052032,0.10874631124114,0.0448054005266657,0.068447944473222,0.0759218250291031,0.10349766786021,0.039458605810836,0.0659255572147558,0.0814508003556741,0.081649036609865
0.0974872672196815,0.0914687852513515,0.0931131077434812,0.112926044661824,0.110177636265891,0.111122399245228,0.0858510669626606,0.101732366022151,0.0742219896847014,0.100219538781973,0.152442140137809,0.10979247080811,0.113982701605096,0.0962240586901743,0.0848587641973986,0.088564859999053
0.0503094293272865,0.0374762642184245,0.124466175359032,0.060896164021164,0.103657614807441,0.0604780801209373,0.00253212396069539,0.0297571806500378,0.0427832401516612,0.00728010502446592,0.0622892797469865,0.0636658610812746,0.0541963119030788,0.0646372015967881,0.014719089390142,0.00667112492770387
0.0571443986258081,0.0433900397497381,0.194505281627156,0.183673525099999,0.125536930259486,0.0720899341033584,0.0716872937674091,0.068603426956911,0.0551014401540646,0.0554802981142331,0.209243259283325,0.122579208763115,0.0817881681060627,0.0655699441513747,0.0476178275856902,0.0476353845528606
0.0471109136335325,0.0314330250624424,0.0646272852287494,0.074636119025184,0.0357792609862244,0.049366732113527,0.0425939794702182,0.0753949128696212,0.060214721227663,0.0194141378810368,0.0505260006504407,0.0636166903588506,0.0434588912314149,0.0395197907144149,0.0243893203450197,0.10086652107558
0.148904172611294,0.106830023296046,0.174465250639263,0.122720898896539,0.131332785393793,0.0818903827995231,0.103131724320934,0.0646045961444355,0.175574050885954,0.155671826744568,0.197162041527286,0.179774891088412,0.184135758256765,0.119510380761925,0.142986716493341,0.108382697580811
0.0950435729847495,0.000700280112044818,0.0163865546218487,0.0205882352941176,0.0211017740429505,0.0310924369747899,0.0382975412387177,0.00669934640522876,0.0618184773909564,0.037917439703154,0.0506242269635127,0.0320906771799629,0.0391929499072356,0.0157312925170068,0.0305156153370439,0.00879329004329004
0.037894420100026,0.0901975173059135,0.166331918205515,0.118947929216052,0.129447572219594,0.0802897308484668,0.0800525349973701,0.0759578471205762,0.0520565048424018,0.108242252341631,0.204577942457007,0.139350951353144,0.121935717633562,0.0740788046072116,0.0289166654804214,0.0309868412923766
0.0865709195302877,0.0447462525797277,0.115202189531618,0.0750541077836357,0.10065719103969,0.109007513624449,0.0387060218144105,0.0242837102226029,0.0442763200454043,0.0348315962290308,0.132414542904594,0.108450856375542,0.153384004362769,0.150752619636748,0.108352617497819,0.0498901788437466
0.0486886437332148,0.120125497842839,0.216793279360427,0.129312706915094,0.132584575582522,0.116198833780673,0.101327786446314,0.0972298765546398,0.0451838901838902,0.101068601285993,0.133293518076127,0.139053386227299,0.161495179538658,0.0914734701691223,0.0755638081725038,0.0579365079365079
0.059162371183447,0.0202938253347712,0.0977407213731668,0.0988451518360628,0.0811097322753872,0.0511677191955714,0.079931234889893,0.113256423285779,0.055113205861009,0.0294205088104265,0.0798835927513652,0.105828663746774,0.0709013104543554,0.0430778019964638,0.0714200613562083,0.111578055427396
0.0596804187273141,0.0568350147464346,0.168928125777344,0.17167943939112,0.108990631299033,0.0875924973010296,0.072571755330114,0.145361446641842,0.132570154261856,0.0852301763847498,0.20061895454721,0.201680663986365,0.123403768466995,0.10061127671868,0.0949331602330976,0.178584196475143
0.0592014608464045,0.0662337998115166,0.235678021426607,0.184345027832423,0.160750110001239,0.060795032642343,0.11856564951803,0.0989315145792022,0.0573432892972794,0.0565172489742557,0.202915962395656,0.199835179715205,0.116699662032655,0.0527372595100889,0.075991069540195,0.0732572156947423
0.0797971499409967,0.0652150558623662,0.121077765636683,0.132177040827285,0.0541772114190295,0.0978273117763823,0.0986884121064513,0.0758144532840581,0.0998106060606061,0.0788487554112554,0.230526244588745,0.174736201298701,0.0814867424242424,0.0835633116883117,0.0950892857142857,0.0904017857142857
0.0430050098857277,0.101960390067357,0.124366643209008,0.135232147046011,0.104818454475386,0.0853213699272813,0.0346557588552662,0.0593704969672598,0.0601173517840185,0.138958359648015,0.146129670062347,0.124297239280819,0.113764750423207,0.02375607576757,0.0229906777525825,0.0694395824937697
0.0583066029234449,0.0684250379368332,0.0702587813784605,0.0310081626633429,0.0961023032782924,0.0712340899771864,0.0612281121201963,0.0460023625378252,0.0459832032131684,0.0397220282528064,0.055211476047848,0.0413060426126628,0.0951164670204186,0.0589428818232535,0.0275295349337161,0.0483490312177885
0.0586873954127105,0.0349404913480544,0.0698036790473765,0.0341649917542775,0.043786359240666,0.0638450455939952,0.060996462979131,0.0329812796330653,0.0617180800891785,0.0391718592198784,0.0568631781717016,0.0422219077024749,0.0559895386726119,0.0731154068770365,0.0522358348101145,0.026993654604699
0.0687066980638409,0.0594136350192251,0.164464132141151,0.0691255886970173,0.124781402862148,0.13821809660319,0.0654128728414443,0.0617179145905854,0.0371734693877551,0.0658950811093668,0.167062377434846,0.0509549973835688,0.162239853337281,0.143128811841729,0.079637276202684,0.0830135783756473
0.0871048177725196,0.0520060359087274,0.107769726247987,0.0301186094405556,0.0621420629443404,0.0808059282179365,0.0321099937559565,0.0490264221630681,0.0674603174603175,0.049698642742121,0.157001955371521,0.0331694271911663,0.0587635150678629,0.0483638141246837,0.031972049689441,0.0821256038647343
0.0769857145689863,0.0613591459266859,0.131016507570317,0.0993799775250513,0.0665512523548989,0.0795387165537207,0.0469356170981203,0.050047621771088,0.0760906312459107,0.0641370425183329,0.129367271578578,0.0968956135060838,0.0442221140291238,0.0837172587838071,0.0408560410800872,0.0514957092245088
0.120318359672516,0.0639949419255044,0.137462670065955,0.0922876816231719,0.13548620161985,0.0645403853654227,0.0724471998053382,0.0333405540038193,0.0510806211009945,0.0341336481554338,0.100459895154409,0.0986471832079389,0.131206015634228,0.0644852564099673,0.066446451322648,0.0485491901494888
0.10049738245227,0.0802658189876235,0.112131196717663,0.126576092741506,0.0924366901810511,0.12998712998713,0.0989007267202756,0.0114547952893818,0.0811821272079059,0.0642386094856557,0.130325339159926,0.137298916863901,0.0902779324100484,0.131231108862688,0.0830628961133795,0.0386634475248868
0.0134226455655027,0.0172825887111601,0.0698687984946696,0.0243813672385101,0.0255305272726875,0.0500783750783751,0.0258769615041392,0.0203371075540065,0.0122607651296574,0.025715123370847,0.0410918872214553,0.0669364983047018,0.0228791577721394,0.0495309659396848,0.0230749918623673,0.0319260864308152
0.0888845219420132,0.0116813194861975,0.0553951807610344,0.064530173911707,0.0400227764426371,0.028799648425084,0.0577308746124077,0.0444929639790267,0.0802747532439287,0.0317806009199672,0.065812717262771,0.10120213450747,0.0523990394003883,0.0702129636455693,0.0538117960177574,0.0804049352849718
0.124949302018487,0.0381632424475166,0.0635070118171774,0.0851211951249091,0.0388625924690759,0.0253464221710189,0.0595888452650443,0.058428328886733,0.105339552792295,0.0271049840272797,0.061589640266044,0.0681477540437567,0.0496498487484647,0.0260968152104764,0.0421761810882293,0.0389864915401918
0.0554206249426443,0.0667197870608182,0.1098939672785,0.117682527577801,0.100852992367493,0.0853684056691576,0.0868404805166352,0.0703741273290145,0.0609615513220344,0.053606195748136,0.137201113633746,0.134829249588622,0.131570872198312,0.073598105107628,0.0931327937822397,0.0729028192385191
0.0319933701423683,0.0539504313953531,0.0964638355085339,0.0694728628567514,0.0982465063694516,0.048106326422136,0.0685949629031117,0.0299251210727959,0.0403988134593314,0.0492011792222445,0.120365555274975,0.0709179136431855,0.121019278105418,0.0680537390499127,0.0870573439218265,0.0352422941636819
0.0424225752852197,0.0508245325593574,0.11780680452054,0.0669090236942795,0.0609578269398552,0.0302588114251419,0.0070585078470646,0.0446629058127316,0.0656642093588701,0.0353492794257746,0.0804469751044239,0.0666477022020132,0.0912758345590207,0.0704693591492013,0.0131277395916081,0.0606869802795969
0.0153656166900258,0.0341014977419539,0.0722460659140504,0.0845213208436083,0.0561016771240516,0.0661633249358857,0.136422426113302,0.108031784142228,0.0512716813876088,0.0539901029856387,0.0994726710128496,0.0853359399315281,0.0947449813258637,0.111956067149082,0.161657857587479,0.195564940806072
0.0827002031581864,0.0579026313822232,0.171465656592307,0.0767495877471868,0.108236967314398,0.0545337629557318,0.0435128578904089,0.0509524886877828,0.0631965562781889,0.0564828383472698,0.197384766674854,0.0943945418041628,0.132075182349235,0.0848469138571179,0.0348394846164526,0.0592142020596831
0.0487934264860768,0.103103858071457,0.0918848043640037,0.10663955063997,0.0746621138998188,0.069733619579,0.0925364235113907,0.0800983605931292,0.0453313634193278,0.0995374700831372,0.055625044280438,0.138435186894191,0.0574461227015108,0.0265220215282933,0.0574931146016701,0.0538171686689249
0.0501592169366256,0.0806718172403982,0.0556119696366493,0.052523755051045,0.063741493701152,0.0659291981551118,0.0777867310140685,0.123424042076154,0.0644003935472849,0.0800049163777213,0.072495916913335,0.0464314853790411,0.0478834505946514,0.0856423022476653,0.0722605882489603,0.133581410284068
0.0286672738761687,0.0156745416622198,0.101184518500652,0.103099261475272,0.129812400551715,0.0927374260460514,0.06030281919481,0.0594139264662946,0.0277343386732841,0.00773144681177367,0.0880411737449974,0.14126029690322,0.173185795372043,0.0862594566726543,0.074421994788939,0.0578606832461288
0.0566184962912651,0.0204628509386096,0.108088920616734,0.0707127595574342,0.0804255536343934,0.0480306723934327,0.0517723960332432,0.0282542734853386,0.0460280239788261,0.0360214763894198,0.133237445124227,0.0637554254355307,0.0752167111226936,0.0656758997163075,0.0645842526592346,0.0220161010053887
0.0746154079556197,0.0273951424536431,0.0784757909848189,0.0471917188942219,0.0492496080644282,0.0690316223399528,0.117669946956899,0.0802568894756427,0.10437891188033,0.0490092680190727,0.0948674645093088,0.0667339613271872,0.0527744336532117,0.0673721161748874,0.114055390629412,0.0740014455738465
0.0280629284443613,0.0253471787242765,0.0898220787451001,0.0662385302846529,0.0264074376718031,0.0581314814371191,0.0502943769638698,0.0553506375849663,0.0393608254395426,0.103786957832147,0.111802299848947,0.0727724588876193,0.0299768258951932,0.076894005465434,0.0825719132934876,0.0835527041795263
